Survived,Age,SibSp,Parch,Fare,Sex_female,Sex_male,HasCabin_No,HasCabin_Yes,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty,NameLen,Embarked_C,Embarked_Q,Embarked_S,FamilySize,FamilyClass_LargeFamily,FamilyClass_MediumFamily,FamilyClass_Single,FamilyClass_SmallFamily,FareReal,UseGT,UseGT_0,UseGT_1,Pclass_1,Pclass_2,Pclass_3,AgeLevel_Children,AgeLevel_Middle,AgeLevel_Old,AgeLevel_Teenager,AgeLevel_Youth,Mother_No,Mother_Yes,D_Female_Family,S_Male_Family
0,-0.7084035931247061,1,0,-0.46440767421794016,1,0,1,0,0,1,0,0,0,0,-0.6128802061046921,0,0,1,0.059159876663617626,0,0,0,1,-0.39411844744626384,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
0,-0.9272425988569425,0,0,-0.37113105306615285,1,0,1,0,0,1,0,0,0,0,-0.8427586584891503,1,0,0,-0.5609748304808925,0,0,1,0,-0.5136531595953451,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0,-0.6354572578806273,0,0,-0.5026580746211939,0,1,1,0,0,0,1,0,0,0,-0.8427586584891503,0,0,1,-0.5609748304808925,0,0,1,0,-0.48161038769059783,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,2.9753863367012734,0,0,-0.5061811378162305,0,1,1,0,0,0,1,0,0,0,-0.7278194322969213,0,1,0,-0.5609748304808925,0,0,1,0,-0.489668855870997,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,-0.05188657592799688,1,0,-0.23943492447775,0,1,1,0,0,0,1,0,0,0,0.6514512820098286,0,0,1,0.059159876663617626,0,0,0,1,-0.3630357844647241,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0
0,-0.4166182521483909,0,1,4.320834180609291,0,1,0,1,0,0,1,0,0,0,-0.15312330133577545,1,0,0,0.059159876663617626,0,0,0,1,4.85242324124547,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
0,-2.0214376275181247,4,2,-0.0325807854548906,1,0,1,0,0,1,0,0,0,0,0.3066336034331411,0,0,1,3.1598334123861687,1,0,0,0,-0.6408062488870553,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
0,-0.6354572578806273,2,0,0.8174840340332106,0,1,1,0,0,0,1,0,0,0,0.07675515104868284,0,0,1,0.6792945838081278,0,0,0,1,-0.16963254813514372,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
0,-0.03975012940176311,0,0,-0.5001416009104536,0,1,1,0,0,0,1,0,0,0,0.19169437724091198,0,0,1,-0.5609748304808925,0,0,1,0,-0.47585433899031265,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,0.20342559742627894,1,0,-0.056823486594679146,0,1,1,0,0,0,1,0,0,0,-0.6128802061046921,1,0,0,0.059159876663617626,0,0,0,1,-0.15418791826253866,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
1,0.20342559742627894,0,0,-0.40048924196513447,1,0,0,1,0,1,0,0,0,0,-0.9576978846813795,0,0,1,-0.5609748304808925,0,0,1,0,-0.2479148104590215,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,1.7717718051739733,0,1,0.893733187468644,0,1,0,1,0,0,1,0,0,0,0.3066336034331411,0,0,1,0.059159876663617626,0,0,0,1,0.9329385804044732,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
1,-1.2919742750773366,1,0,-0.43588696776989294,0,1,1,0,1,0,0,0,0,0,-0.9576978846813795,1,0,0,0.059159876663617626,0,0,0,1,-0.5877127845926937,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1
0,1.364086026808604,0,0,-0.5061811378162305,0,1,1,0,0,0,1,0,0,0,-0.8427586584891503,0,1,0,-0.5609748304808925,0,0,1,0,-0.489668855870997,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1,-0.4166182521483909,0,0,-0.5184273054821775,0,1,1,0,0,0,1,0,0,0,-0.03818407514354631,0,0,1,-0.5609748304808925,0,0,1,0,-0.5176800912660646,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,-1.2543485553584408,1,1,-0.2120899145473607,1,0,0,1,0,1,0,0,0,0,-1.0726371108736086,1,0,0,0.6792945838081278,0,0,0,1,-0.331762020666335,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0,1.115254787977264,0,0,-0.5217832748228208,0,1,1,0,0,0,1,0,0,0,-0.9576978846813795,0,0,1,-0.5609748304808925,0,0,1,0,-0.5253563578127649,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0.23989876504831834,0,0,-0.5032459228800229,0,1,1,0,0,0,1,0,0,0,-0.9576978846813795,1,0,0,-0.5609748304808925,0,0,1,0,-0.4829550006669844,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-0.7084035931247061,0,0,-0.5202733905963767,0,1,1,0,0,0,1,0,0,0,0.5365120558175994,0,0,1,-0.5609748304808925,0,0,1,0,-0.5219027285925937,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,1.2611474584654216,1,0,-0.37029155743624986,1,0,1,0,0,0,0,1,0,0,2.260600448701037,0,0,1,0.059159876663617626,0,0,0,1,-0.1788422260555999,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1,-0.05188657592799688,1,0,-0.1387759760481347,1,0,1,0,0,0,0,1,0,0,2.260600448701037,0,0,1,0.059159876663617626,0,0,0,1,0.3507142543706322,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,-0.3436719169043121,0,0,-0.40048924196513447,0,1,1,0,0,0,1,0,0,0,0.6514512820098286,0,0,1,-0.5609748304808925,0,0,1,0,-0.2479148104590215,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,-0.4895645873924697,0,0,-0.35930362662567306,0,1,1,0,0,0,1,0,0,0,-0.9576978846813795,1,0,0,-0.5609748304808925,0,0,1,0,-0.1537090150106749,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
1,-0.7813499283687849,0,2,-0.13307264003011268,1,0,0,1,0,1,0,0,0,0,0.07675515104868284,0,0,1,0.6792945838081278,0,0,0,1,0.36375976314495845,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0.5316841060246336,1,0,0.4067955244403802,0,1,0,1,0,0,1,0,0,0,-0.03818407514354631,0,0,1,0.059159876663617626,0,0,0,1,0.3760408686518868,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
0,-1.0001889341010213,0,0,-0.47665384188388715,0,1,1,0,0,0,1,0,0,0,-0.4979409799124629,0,0,1,-0.5609748304808925,0,0,1,0,-0.6343367790650033,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0,-0.4166182521483909,0,0,0.932235235242972,0,1,0,1,0,0,1,0,0,0,-0.8427586584891503,1,0,0,-0.5609748304808925,0,0,1,0,0.9769723529616546,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
0,0.36317807161081134,0,2,-0.35527726868848847,1,0,1,0,0,0,0,1,0,0,0.3066336034331411,1,0,0,0.6792945838081278,0,0,0,1,-0.49552160618944696,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0
1,-0.5625109226365484,0,0,-0.5061811378162305,1,0,1,0,0,1,0,0,0,0,-0.38300175372023376,0,0,1,-0.5609748304808925,0,0,1,0,-0.489668855870997,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,-0.4166182521483909,1,0,-0.34311364136025374,1,0,1,0,0,0,0,1,0,0,2.375539674893266,0,0,1,0.059159876663617626,0,0,0,1,-0.48161038769059783,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
0,-0.7813499283687849,0,0,-0.5263129275021535,0,1,1,0,0,0,1,0,0,0,-0.6128802061046921,0,1,0,-0.5609748304808925,0,0,1,0,-0.535717245473278,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-0.8542962636128637,0,0,-0.4306869264940191,0,1,1,0,0,0,1,0,0,0,0.07675515104868284,0,0,1,-0.5609748304808925,0,0,1,0,-0.3169873948624431,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,-0.7813499283687849,1,1,0.07764076307553817,0,1,1,0,0,0,1,0,0,0,0.07675515104868284,0,0,1,0.6792945838081278,0,0,0,1,-0.0004047163467608296,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
1,-0.1977792464161545,0,0,-0.5052591018486152,0,1,1,0,0,0,1,0,0,0,1.80084354393212,0,0,1,-0.5609748304808925,0,0,1,0,-0.48755983962721255,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
0,-1.510813280809573,2,2,0.02982776257147091,1,0,1,0,0,1,0,0,0,0,0.7663905082020578,0,0,1,1.9195639980971482,0,1,0,0,-0.45081552714407236,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
0,0.49521093840259417,0,2,-0.1387759760481347,0,1,0,1,0,0,1,0,0,0,1.4560258653554325,0,0,1,0.6792945838081278,0,0,0,1,-0.4474578320689061,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
0,0.8964157822450276,0,0,-0.40048924196513447,0,1,1,0,0,0,0,0,1,0,0.8813297343942869,0,0,1,-0.5609748304808925,0,0,1,0,-0.2479148104590215,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
0,1.5529327994417368,0,0,-0.41005184206594797,0,1,1,0,0,0,0,0,1,0,-0.15312330133577545,0,0,1,-0.5609748304808925,0,0,1,0,-0.26978779552010496,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,-0.5625109226365484,1,0,0.6785746852003414,1,0,0,1,0,0,0,1,0,0,0.8813297343942869,0,0,1,0.059159876663617626,0,0,0,1,0.6868674984672838,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
0,1.8811913080400915,0,0,-0.5001416009104536,0,1,1,0,0,0,1,0,0,0,-0.7278194322969213,0,0,1,-0.5609748304808925,0,0,1,0,-0.47585433899031265,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0.7869962793789094,0,2,-0.37029155743624986,0,1,1,0,0,0,1,0,0,0,-0.03818407514354631,0,0,1,0.6792945838081278,0,0,0,1,-0.1788422260555999,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0,-0.38123927955501274,0,0,-0.5149887958038218,0,1,1,0,0,0,1,0,0,0,-0.38300175372023376,0,0,1,-0.5609748304808925,0,0,1,0,-0.5098150263219949,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,1.5529327994417368,0,1,0.5734706376080743,0,1,1,0,0,0,1,0,0,0,-0.03818407514354631,1,0,0,0.059159876663617626,0,0,0,1,1.979869439787654,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
1,-1.0001889341010213,0,0,-0.5065173387039854,1,0,1,0,0,1,0,0,0,0,0.4215728296253703,0,1,0,-0.5609748304808925,0,0,1,0,-0.4904378639773551,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0,0.021059759316081925,0,0,-0.5001416009104536,0,1,1,0,0,0,1,0,0,0,-0.9576978846813795,0,0,1,-0.5609748304808925,0,0,1,0,-0.47585433899031265,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-0.4009744474039637,0,0,-0.4878108797278257,0,1,1,0,0,0,1,0,0,0,-1.0726371108736086,0,0,1,-0.5609748304808925,0,0,1,0,-0.4476497003589156,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-1.2063109620557066,8,2,0.7379634647738145,0,1,1,0,1,0,0,0,0,0,-0.15312330133577545,0,0,1,5.64037224096421,1,0,0,0,-0.3890202328831542,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
0,1.0423084527331852,0,1,-0.33808069393877294,0,1,1,0,0,0,1,0,0,0,-0.03818407514354631,0,0,1,0.059159876663617626,0,0,0,1,-0.10516480269195017,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1,0.7505231117568699,0,0,-0.34512682032884606,1,0,1,0,0,0,0,1,0,0,2.950235805854412,0,0,1,-0.5609748304808925,0,0,1,0,-0.1212817390527486,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
0,-0.2707255816602333,0,0,-0.5056778430740825,0,1,1,0,0,0,1,0,0,0,-0.26806252752800463,0,0,1,-0.5609748304808925,0,0,1,0,-0.48851764613093995,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-0.9272425988569425,0,0,-0.4878108797278257,0,1,1,0,0,0,1,0,0,0,-1.0726371108736086,0,0,1,-0.5609748304808925,0,0,1,0,-0.4476497003589156,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0,-2.0943839627622034,4,1,0.13677789527793716,0,1,1,0,1,0,0,0,0,0,-0.15312330133577545,0,0,1,2.5396987052416584,0,1,0,0,-0.541952964898587,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
1,-1.510813280809573,0,2,-0.24899752457856347,0,1,1,0,1,0,0,0,0,0,1.685904317739891,0,0,1,0.6792945838081278,0,0,0,1,-0.531496143093069,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
1,0.5944179543345413,0,1,0.445045924843634,1,0,0,1,0,0,0,1,0,0,1.111208186778745,0,0,1,0.059159876663617626,0,0,0,1,0.41978683877405376,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
0,1.115254787977264,1,4,-0.10052557564488092,1,0,1,0,0,0,0,1,0,0,2.490478901085495,0,0,1,2.5396987052416584,0,1,0,0,-0.6324188636380683,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0
0,1.9964465177257358,0,0,-0.14028586027457893,0,1,1,0,0,0,1,0,0,0,-0.8427586584891503,0,0,1,-0.5609748304808925,0,0,1,0,0.34726062515046113,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
0,-0.12483291117207568,0,0,0.47515905585583773,0,1,1,0,0,0,1,0,0,0,-1.1875763370658379,0,0,1,-0.5609748304808925,0,0,1,0,-0.4748952168183109,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
0,2.2823961518825246,0,0,0.012212446596288236,0,1,0,1,0,0,1,0,0,0,-0.7278194322969213,0,0,1,-0.5609748304808925,0,0,1,0,0.6960771763877401,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
0,-1.875544957029967,4,1,-0.07586413327962514,0,1,1,0,1,0,0,0,0,0,-0.8427586584891503,0,1,0,2.5396987052416584,0,1,0,0,-0.5783120058553881,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
1,-2.0943839627622034,1,1,-0.4380692537718471,1,0,1,0,0,1,0,0,0,0,-0.03818407514354631,0,0,1,0.6792945838081278,0,0,0,1,-0.67565369663565,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
0,-0.6354572578806273,0,0,-0.5026580746211939,0,1,1,0,0,0,1,0,0,0,-0.03818407514354631,0,0,1,-0.5609748304808925,0,0,1,0,-0.48161038769059783,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,1.9176644756621308,0,0,-0.04424111804097724,0,1,0,1,0,0,1,0,0,0,-0.15312330133577545,1,0,0,-0.5609748304808925,0,0,1,0,0.5669482822650235,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
0,-0.8542962636128637,1,1,-0.5040834053309574,0,1,1,0,0,0,1,0,0,0,-0.38300175372023376,0,0,1,0.6792945838081278,0,0,0,1,-0.4848706136744394,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-1.8116318096336133,3,1,-0.1495122594876375,0,1,1,0,1,0,0,0,0,0,-0.15312330133577545,0,0,1,1.9195639980971482,0,1,0,0,-0.5533687444175724,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
0,1.479986464197658,0,0,-0.08416849652506843,1,0,0,1,0,1,0,0,0,0,-0.03818407514354631,1,0,0,-0.5609748304808925,0,0,1,0,0.47562051116681947,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0.021059759316081925,0,0,-0.40048924196513447,0,1,1,0,0,0,1,0,0,0,-0.6128802061046921,0,0,1,-0.5609748304808925,0,0,1,0,-0.2479148104590215,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,0.4587377707805547,0,0,-0.38462790919979717,0,1,1,0,0,0,1,0,0,0,-0.8427586584891503,0,0,1,-0.5609748304808925,0,0,1,0,-0.6878165159327575,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
0,-1.379813820433748,8,2,0.7379634647738145,1,0,1,0,0,1,0,0,0,0,0.3066336034331411,0,0,1,5.64037224096421,1,0,0,0,-0.3890202328831542,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
0,0.12037619475089517,0,0,-0.3592190731089922,0,1,1,0,0,0,1,0,0,0,-1.0726371108736086,1,0,0,-0.5609748304808925,0,0,1,0,-0.1535156117743453,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,-1.510813280809573,4,2,-0.03031595911522424,0,1,1,0,1,0,0,0,0,0,0.7663905082020578,0,0,1,3.1598334123861687,1,0,0,0,-0.485207918128276,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
1,-2.0943839627622034,2,1,0.12293728986886505,0,1,0,1,1,0,0,0,0,0,-0.4979409799124629,0,0,1,1.299429290952638,0,0,0,1,0.051399721955805354,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
1,-1.875544957029967,0,2,-0.2187998400496789,1,0,1,0,0,1,0,0,0,0,0.07675515104868284,0,0,1,0.6792945838081278,0,0,0,1,0.16767190570156495,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
0,0.6323500486614625,0,0,0.3443869764140187,0,1,0,1,0,0,1,0,0,0,-0.26806252752800463,0,0,1,-0.5609748304808925,0,0,1,0,1.4558756048253776,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
1,-0.24154704756260187,1,0,-0.3501597677503268,1,0,1,0,0,0,0,1,0,0,2.260600448701037,0,1,0,0.059159876663617626,0,0,0,1,-0.489668855870997,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
1,1.115254787977264,0,0,-0.127703491720877,0,1,1,0,0,0,1,0,0,0,2.145661222508808,0,0,1,-0.5609748304808925,0,0,1,0,0.3760408686518868,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0.7505231117568699,1,1,-0.3501597677503268,0,1,1,0,0,0,1,0,0,0,-1.0726371108736086,0,1,0,0.6792945838081278,0,0,0,1,-0.489668855870997,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0
0,0.4587377707805547,0,0,-0.5032459228800229,0,1,1,0,0,0,1,0,0,0,-0.7278194322969213,0,0,1,-0.5609748304808925,0,0,1,0,-0.4829550006669844,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,0.16695242980423952,0,0,-0.40048924196513447,1,0,1,0,0,0,0,1,0,0,-0.8427586584891503,0,0,1,-0.5609748304808925,0,0,1,0,-0.2479148104590215,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,-0.7813499283687849,0,0,-0.40048924196513447,0,1,1,0,0,0,1,0,0,0,-0.7278194322969213,0,0,1,-0.5609748304808925,0,0,1,0,-0.2479148104590215,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
1,-0.7813499283687849,1,0,-0.5040834053309574,1,0,1,0,0,1,0,0,0,0,1.2261474129709744,0,0,1,0.059159876663617626,0,0,0,1,-0.4848706136744394,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,-1.9484912922740458,1,1,-0.1387759760481347,0,1,0,1,1,0,0,0,0,0,-0.6128802061046921,0,0,1,0.6792945838081278,0,0,0,1,-0.4474578320689061,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
1,1.0423084527331852,0,0,-0.10413319235659829,1,0,0,1,0,0,0,1,0,0,1.80084354393212,1,0,0,-0.5609748304808925,0,0,1,0,0.42995432319823745,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
1,2.0635571461502886,0,0,2.287523422331061,1,0,0,1,0,1,0,0,0,0,-0.9576978846813795,1,0,0,-0.5609748304808925,0,0,1,0,2.526979566330276,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
0,1.364086026808604,0,0,-0.5061811378162305,0,1,1,0,0,0,1,0,0,0,-0.8427586584891503,0,1,0,-0.5609748304808925,0,0,1,0,-0.489668855870997,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0.8964157822450276,0,1,-0.49301092100369964,0,1,1,0,0,0,1,0,0,0,0.8813297343942869,0,0,1,0.059159876663617626,0,0,0,1,-0.4595439993931848,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1,-0.37212098764950285,0,0,-0.5061811378162305,1,0,1,0,0,1,0,0,0,0,0.4215728296253703,0,1,0,-0.5609748304808925,0,0,1,0,-0.489668855870997,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-0.4166182521483909,0,0,-0.40048924196513447,1,0,1,0,0,1,0,0,0,0,1.3410866391632035,0,0,1,-0.5609748304808925,0,0,1,0,-0.2479148104590215,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,-0.12483291117207568,0,0,-0.4709505058658652,0,1,1,0,0,0,1,0,0,0,-0.03818407514354631,0,0,1,-0.5609748304808925,0,0,1,0,-0.4090841740670052,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-1.1696919017631793,8,2,0.7379634647738145,0,1,1,0,0,0,1,0,0,0,-0.4979409799124629,0,0,1,5.64037224096421,1,0,0,0,-0.3890202328831542,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
0,0.31284510029239715,0,0,-0.5314304284403152,0,1,1,0,0,0,1,0,0,0,-0.15312330133577545,0,0,1,-0.5609748304808925,0,0,1,0,-0.5474227461101779,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,1.1517279555993034,0,0,-0.5167503274013401,0,1,1,0,0,0,1,0,0,0,-0.7278194322969213,1,0,0,-0.5609748304808925,0,0,1,0,-0.5138442604121946,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1,-0.8542962636128637,0,0,-0.5001416009104536,0,1,1,0,0,0,1,0,0,0,-0.03818407514354631,0,0,1,-0.5609748304808925,0,0,1,0,-0.47585433899031265,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-2.0214376275181247,0,1,-0.45157365829316426,1,0,0,1,0,1,0,0,0,0,-0.03818407514354631,0,0,1,0.059159876663617626,0,0,0,1,-0.6056532371817425,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
0,0.16695242980423952,1,0,-0.34311364136025374,0,1,1,0,0,0,1,0,0,0,-0.26806252752800463,0,0,1,0.059159876663617626,0,0,0,1,-0.48161038769059783,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
1,-0.2707255816602333,0,0,-0.2839765091578547,0,1,1,0,0,0,1,0,0,0,-0.03818407514354631,1,0,0,-0.5609748304808925,0,0,1,0,-0.4139768154622475,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
1,-1.0001889341010213,0,0,-0.5061811378162305,1,0,1,0,0,1,0,0,0,0,-0.03818407514354631,0,1,0,-0.5609748304808925,0,0,1,0,-0.489668855870997,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1,0.7505231117568699,0,0,-0.038117027618519414,0,1,0,1,0,0,1,0,0,0,-0.9576978846813795,1,0,0,-0.5609748304808925,0,0,1,0,0.5809562023820375,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
0,-0.4166182521483909,0,0,-0.5202733905963767,0,1,1,0,0,0,1,0,0,0,-0.9576978846813795,0,0,1,-0.5609748304808925,0,0,1,0,-0.5219027285925937,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,0.38579143553647594,0,0,-0.23943492447775,1,0,1,0,0,1,0,0,0,0,-0.26806252752800463,0,0,1,-0.5609748304808925,0,0,1,0,0.12047230635922694,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,-0.5625109226365484,0,0,-0.516247032659192,0,1,1,0,0,0,1,0,0,0,-0.38300175372023376,0,0,1,-0.5609748304808925,0,0,1,0,-0.5126930506721376,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,0.021059759316081925,0,0,-0.40048924196513447,0,1,1,0,0,0,1,0,0,0,0.19169437724091198,0,0,1,-0.5609748304808925,0,0,1,0,-0.2479148104590215,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,0.7162070714770489,1,0,-0.5061811378162305,0,1,1,0,0,0,1,0,0,0,-0.8427586584891503,0,1,0,0.059159876663617626,0,0,0,1,-0.489668855870997,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,0.09400609456016072,1,0,1.6182259687908003,1,0,0,1,0,1,0,0,0,0,-0.4979409799124629,1,0,0,0.059159876663617626,0,0,0,1,0.8921665687774536,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
1,-0.1977792464161545,0,0,-0.5026580746211939,1,0,1,0,0,1,0,0,0,0,-0.8427586584891503,0,0,1,-0.5609748304808925,0,0,1,0,-0.48161038769059783,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,0.8964157822450276,1,0,-0.11864418636221165,0,1,1,0,0,0,1,0,0,0,-0.03818407514354631,0,0,1,0.059159876663617626,0,0,0,1,-0.22489061565788096,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
1,0.16695242980423952,0,0,0.8736859512994021,1,0,0,1,0,1,0,0,0,0,-0.8427586584891503,1,0,0,-0.5609748304808925,0,0,1,0,2.6665660497316703,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
0,0.021059759316081925,0,0,-0.4508187161799421,0,1,1,0,0,0,1,0,0,0,-0.8427586584891503,0,0,1,-0.5609748304808925,0,0,1,0,-0.3630357844647241,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
1,-1.0001889341010213,0,0,-0.5001416009104536,0,1,1,0,0,0,1,0,0,0,0.07675515104868284,0,0,1,-0.5609748304808925,0,0,1,0,-0.47585433899031265,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0,-0.1977792464161545,0,0,-0.40048924196513447,0,1,1,0,0,0,1,0,0,0,-0.7278194322969213,0,0,1,-0.5609748304808925,0,0,1,0,-0.2479148104590215,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,1.5529327994417368,0,0,-0.5001416009104536,0,1,1,0,0,0,1,0,0,0,-0.15312330133577545,0,0,1,-0.5609748304808925,0,0,1,0,-0.47585433899031265,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0,-0.1479082685542859,0,0,-0.5032459228800229,0,1,1,0,0,0,1,0,0,0,-0.7278194322969213,0,0,1,-0.5609748304808925,0,0,1,0,-0.4829550006669844,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,0.6046304412687123,1,0,1.1496585638509411,0,1,0,1,0,0,1,0,0,0,0.5365120558175994,0,0,1,0.059159876663617626,0,0,0,1,1.2256336568139723,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1
0,-0.5625109226365484,0,0,-0.4739702743187536,0,1,1,0,0,0,1,0,0,0,0.07675515104868284,0,0,1,-0.5609748304808925,0,0,1,0,-0.4159914325073474,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,-0.7813499283687849,0,0,-0.4508187161799421,0,1,1,0,0,0,1,0,0,0,-0.15312330133577545,0,0,1,-0.5609748304808925,0,0,1,0,-0.3630357844647241,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0,-0.6719304255026667,0,0,-0.516247032659192,0,1,1,0,0,0,1,0,0,0,0.6514512820098286,0,0,1,-0.5609748304808925,0,0,1,0,-0.5126930506721376,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-0.8542962636128637,0,0,-0.40048924196513447,0,1,1,0,0,0,1,0,0,0,-0.38300175372023376,0,0,1,-0.5609748304808925,0,0,1,0,-0.2479148104590215,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
